source,field,row_coverage_pct,ticker_coverage_pct,available,universe
raw_fundamentals,eps,1.0,1.0,True,sp100_sample
raw_fundamentals,book_value,1.0,1.0,True,sp100_sample
raw_fundamentals,net_income,1.0,1.0,True,sp100_sample
raw_fundamentals,shares_outstanding,1.0,1.0,True,sp100_sample
raw_fundamentals,revenue,1.0,1.0,True,sp100_sample
raw_fundamentals,gross_profit,1.0,1.0,True,sp100_sample
raw_fundamentals,total_assets,1.0,1.0,True,sp100_sample
raw_fundamentals,total_debt,1.0,1.0,True,sp100_sample
raw_fundamentals,operating_income,1.0,1.0,True,sp100_sample
raw_fundamentals,interest_expense,1.0,1.0,True,sp100_sample
raw_fundamentals,operating_cash_flow,1.0,1.0,True,sp100_sample
engineered_features,pe_ratio,0.9850567408079891,1.0,True,sp100_sample
engineered_features,pb_ratio,0.9850567408079891,1.0,True,sp100_sample
engineered_features,roe,0.9850567408079891,1.0,True,sp100_sample
engineered_features,eps_growth_yoy,0.9347253744893327,1.0,True,sp100_sample
engineered_features,debt_to_assets,0.9850567408079891,1.0,True,sp100_sample
engineered_features,debt_to_equity,0.9850567408079891,1.0,True,sp100_sample
engineered_features,asset_turnover,0.9850567408079891,1.0,True,sp100_sample
engineered_features,accruals_proxy,0.9850567408079891,1.0,True,sp100_sample
engineered_features,net_debt_to_assets,0.9850567408079891,1.0,True,sp100_sample
engineered_features,interest_coverage,0.9850567408079891,1.0,True,sp100_sample
engineered_features,ocf_to_net_income,0.9850567408079891,1.0,True,sp100_sample
engineered_features,gross_margin,0.9850567408079891,1.0,True,sp100_sample
raw_fundamentals,eps,1.0,1.0,True,sp500_dynamic
raw_fundamentals,book_value,1.0,1.0,True,sp500_dynamic
raw_fundamentals,net_income,1.0,1.0,True,sp500_dynamic
raw_fundamentals,shares_outstanding,1.0,1.0,True,sp500_dynamic
raw_fundamentals,revenue,1.0,1.0,True,sp500_dynamic
raw_fundamentals,gross_profit,1.0,1.0,True,sp500_dynamic
raw_fundamentals,total_assets,1.0,1.0,True,sp500_dynamic
raw_fundamentals,total_debt,1.0,1.0,True,sp500_dynamic
raw_fundamentals,operating_income,1.0,1.0,True,sp500_dynamic
raw_fundamentals,interest_expense,1.0,1.0,True,sp500_dynamic
raw_fundamentals,operating_cash_flow,1.0,1.0,True,sp500_dynamic
engineered_features,pe_ratio,0.9864242394417821,1.0,True,sp500_dynamic
engineered_features,pb_ratio,0.9864242394417821,1.0,True,sp500_dynamic
engineered_features,roe,0.9864242394417821,1.0,True,sp500_dynamic
engineered_features,eps_growth_yoy,0.9327053609003163,0.9980119284294234,True,sp500_dynamic
engineered_features,debt_to_assets,0.9864242394417821,1.0,True,sp500_dynamic
engineered_features,debt_to_equity,0.9864242394417821,1.0,True,sp500_dynamic
engineered_features,asset_turnover,0.9864242394417821,1.0,True,sp500_dynamic
engineered_features,accruals_proxy,0.9864242394417821,1.0,True,sp500_dynamic
engineered_features,net_debt_to_assets,0.9864242394417821,1.0,True,sp500_dynamic
engineered_features,interest_coverage,0.9864242394417821,1.0,True,sp500_dynamic
engineered_features,ocf_to_net_income,0.9864242394417821,1.0,True,sp500_dynamic
engineered_features,gross_margin,0.9864242394417821,1.0,True,sp500_dynamic
